id,text,sentiment
2050,"Beautiful weather today, perfect for a walk",positive
2051,The team is working on the new feature,neutral
2052,The event was attended by over 500 people,neutral
2053,Downloaded the latest version of the software,neutral
2054,"Beautiful weather today, perfect for a walk",positive
2055,Cannot believe how bad this service has gotten,negative
2056,"This update ruined everything, reverting immediately",negative
2057,Loving the new features in this app,positive
2058,Just checked the weather forecast for tomorrow,neutral
2059,The team is working on the new feature,neutral
2060,Feeling motivated and ready to take on the world,positive
2061,"This is the best day ever, feeling fantastic!",positive
2062,"Great service today, very happy with the results",positive
2063,"Thrilled with my new purchase, exceeded expectations",positive
2064,"So angry about the hidden fees, total scam",negative
2065,"Beautiful weather today, perfect for a walk",positive
2066,"Just had the most wonderful meal, highly recommend",positive
2067,"Such a letdown, expected so much more",negative
2068,The restaurant opens at noon on weekdays,neutral
2069,Downloaded the latest version of the software,neutral
2070,Updated my profile information on the platform,neutral
2071,"Never buying from this brand again, awful experience",negative
2072,Best coffee I have ever had this morning,positive
2073,Updated my profile information on the platform,neutral
2074,The meeting is scheduled for 3pm,neutral
2075,"Beautiful weather today, perfect for a walk",positive
2076,Currently reading about machine learning,neutral
2077,"The app crashes constantly, completely unusable",negative
2078,Watched a documentary about space last night,neutral
2079,Updated my profile information on the platform,neutral
2080,"Waited two hours and still no help, unacceptable",negative
2081,This is the worst decision I have ever made,negative
2082,Happy to announce I got the job! Super excited,positive
2083,Disgusted by the lack of response from support,negative
2084,I am going to the store later today,neutral
2085,Best coffee I have ever had this morning,positive
2086,The package arrived this afternoon,neutral
2087,Downloaded the latest version of the software,neutral
2088,"Terrible experience with customer service, very disappointed",negative
2089,Cannot believe how bad this service has gotten,negative
2090,"Terrible experience with customer service, very disappointed",negative
2091,"Horrible quality, broke after just two days",negative
2092,"Excellent customer support, resolved my issue immediately",positive
2093,"I love this product, absolutely amazing experience!",positive
2094,This product is a complete waste of money,negative
2095,"Just finished an incredible book, highly recommend",positive
2096,My flight departs at 6am tomorrow morning,neutral
2097,Feeling motivated and ready to take on the world,positive
2098,"Such a letdown, expected so much more",negative
2099,"Great service today, very happy with the results",positive
2100,The meeting is scheduled for 3pm,neutral
2101,"Just had the most wonderful meal, highly recommend",positive
2102,Cannot believe how bad this service has gotten,negative
2103,The new model was released yesterday,neutral
2104,The package arrived this afternoon,neutral
2105,The new model was released yesterday,neutral
2106,The report will be ready by end of day,neutral
2107,"So angry about the hidden fees, total scam",negative
2108,So grateful for all the support from my friends,positive
2109,"I love this product, absolutely amazing experience!",positive
2110,"Just finished an incredible book, highly recommend",positive
2111,Just checked the weather forecast for tomorrow,neutral
2112,"Horrible quality, broke after just two days",negative
2113,So grateful for all the support from my friends,positive
2114,"Terrible experience with customer service, very disappointed",negative
2115,Updated my profile information on the platform,neutral
2116,Happy to announce I got the job! Super excited,positive
2117,I am going to the store later today,neutral
2118,This product is a complete waste of money,negative
2119,This is the worst decision I have ever made,negative
2120,Cannot believe how bad this service has gotten,negative
2121,This is the worst decision I have ever made,negative
2122,The restaurant opens at noon on weekdays,neutral
2123,My flight departs at 6am tomorrow morning,neutral
2124,"Waited two hours and still no help, unacceptable",negative
2125,"Never buying from this brand again, awful experience",negative
2126,"So angry about the hidden fees, total scam",negative
2127,Outstanding performance today by the whole team,positive
2128,"Excellent customer support, resolved my issue immediately",positive
2129,"Never buying from this brand again, awful experience",negative
2130,The new model was released yesterday,neutral
2131,Downloaded the latest version of the software,neutral
2132,"The app crashes constantly, completely unusable",negative
2133,Downloaded the latest version of the software,neutral
2134,The report will be ready by end of day,neutral
2135,I am going to the store later today,neutral
2136,So grateful for all the support from my friends,positive
2137,"Extremely disappointed, not what was advertised at all",negative
2138,"Waited two hours and still no help, unacceptable",negative
2139,Feeling motivated and ready to take on the world,positive
2140,Updated my profile information on the platform,neutral
2141,Updated my profile information on the platform,neutral
2142,Outstanding performance today by the whole team,positive
2143,The restaurant opens at noon on weekdays,neutral
2144,This product is a complete waste of money,negative
2145,"Such a letdown, expected so much more",negative
2146,Loving the new features in this app,positive
2147,So grateful for all the support from my friends,positive
2148,"Just had the most wonderful meal, highly recommend",positive
2149,The package arrived this afternoon,neutral
2150,"Just had the most wonderful meal, highly recommend",positive
2151,"Extremely disappointed, not what was advertised at all",negative
2152,Outstanding performance today by the whole team,positive
2153,The team is working on the new feature,neutral
2154,The meeting is scheduled for 3pm,neutral
2155,Cannot believe how bad this service has gotten,negative
2156,This is the worst decision I have ever made,negative
2157,"So angry about the hidden fees, total scam",negative
2158,This is the worst decision I have ever made,negative
2159,"This is the best day ever, feeling fantastic!",positive
2160,"Beautiful weather today, perfect for a walk",positive
2161,The new model was released yesterday,neutral
2162,Downloaded the latest version of the software,neutral
2163,The team is working on the new feature,neutral
2164,This is the worst decision I have ever made,negative
2165,Loving the new features in this app,positive
2166,"Never buying from this brand again, awful experience",negative
2167,"So angry about the hidden fees, total scam",negative
2168,"Terrible experience with customer service, very disappointed",negative
2169,"Thrilled with my new purchase, exceeded expectations",positive
2170,Feeling motivated and ready to take on the world,positive
2171,The new model was released yesterday,neutral
2172,"Thrilled with my new purchase, exceeded expectations",positive
2173,Happy to announce I got the job! Super excited,positive
2174,"This update ruined everything, reverting immediately",negative
2175,"Worst flight I have ever taken, never again",negative
2176,The report will be ready by end of day,neutral
2177,My flight departs at 6am tomorrow morning,neutral
2178,The new model was released yesterday,neutral
2179,"Excellent customer support, resolved my issue immediately",positive
2180,Currently reading about machine learning,neutral
2181,"Great service today, very happy with the results",positive
2182,Feeling motivated and ready to take on the world,positive
2183,Feeling motivated and ready to take on the world,positive
2184,The restaurant opens at noon on weekdays,neutral
2185,"Horrible quality, broke after just two days",negative
2186,The package arrived this afternoon,neutral
2187,"Just had the most wonderful meal, highly recommend",positive
2188,"Beautiful weather today, perfect for a walk",positive
2189,The conference starts next Monday in Paris,neutral
2190,"Extremely disappointed, not what was advertised at all",negative
2191,Very frustrated with the constant delays,negative
2192,The new model was released yesterday,neutral
2193,This product is a complete waste of money,negative
2194,"Extremely disappointed, not what was advertised at all",negative
2195,Downloaded the latest version of the software,neutral
2196,My flight departs at 6am tomorrow morning,neutral
2197,The team is working on the new feature,neutral
2198,The event was attended by over 500 people,neutral
2199,Updated my profile information on the platform,neutral
2200,Outstanding performance today by the whole team,positive
2201,Loving the new features in this app,positive
2202,The report will be ready by end of day,neutral
2203,"This update ruined everything, reverting immediately",negative
2204,Best coffee I have ever had this morning,positive
2205,Happy to announce I got the job! Super excited,positive
2206,Very frustrated with the constant delays,negative
2207,Happy to announce I got the job! Super excited,positive
2208,The conference starts next Monday in Paris,neutral
2209,"Beautiful weather today, perfect for a walk",positive
2210,The new model was released yesterday,neutral
2211,Watched a documentary about space last night,neutral
2212,"Excellent customer support, resolved my issue immediately",positive
2213,The team is working on the new feature,neutral
2214,The new model was released yesterday,neutral
2215,"This is the best day ever, feeling fantastic!",positive
2216,"I love this product, absolutely amazing experience!",positive
2217,The new model was released yesterday,neutral
2218,This is the worst decision I have ever made,negative
2219,"Excellent customer support, resolved my issue immediately",positive
2220,The meeting is scheduled for 3pm,neutral
2221,"Never buying from this brand again, awful experience",negative
2222,"Worst flight I have ever taken, never again",negative
2223,"Horrible quality, broke after just two days",negative
2224,Cannot believe how bad this service has gotten,negative
2225,"Thrilled with my new purchase, exceeded expectations",positive
2226,"Horrible quality, broke after just two days",negative
2227,I am going to the store later today,neutral
2228,"Worst flight I have ever taken, never again",negative
2229,"Such a letdown, expected so much more",negative
2230,My flight departs at 6am tomorrow morning,neutral
2231,The team is working on the new feature,neutral
2232,"This update ruined everything, reverting immediately",negative
2233,"Terrible experience with customer service, very disappointed",negative
2234,"Thrilled with my new purchase, exceeded expectations",positive
2235,"Never buying from this brand again, awful experience",negative
2236,The new model was released yesterday,neutral
2237,Just checked the weather forecast for tomorrow,neutral
2238,"Extremely disappointed, not what was advertised at all",negative
2239,"Horrible quality, broke after just two days",negative
2240,"Such a letdown, expected so much more",negative
2241,The package arrived this afternoon,neutral
2242,Updated my profile information on the platform,neutral
2243,Happy to announce I got the job! Super excited,positive
2244,Downloaded the latest version of the software,neutral
2245,"Worst flight I have ever taken, never again",negative
2246,Happy to announce I got the job! Super excited,positive
2247,Best coffee I have ever had this morning,positive
2248,"I love this product, absolutely amazing experience!",positive
2249,This product is a complete waste of money,negative
2250,My flight departs at 6am tomorrow morning,neutral
2251,Outstanding performance today by the whole team,positive
2252,Outstanding performance today by the whole team,positive
2253,"Such a letdown, expected so much more",negative
2254,"Just had the most wonderful meal, highly recommend",positive
2255,Currently reading about machine learning,neutral
2256,The conference starts next Monday in Paris,neutral
2257,"The app crashes constantly, completely unusable",negative
2258,"The app crashes constantly, completely unusable",negative
2259,"The app crashes constantly, completely unusable",negative
2260,So grateful for all the support from my friends,positive
2261,"Extremely disappointed, not what was advertised at all",negative
2262,My flight departs at 6am tomorrow morning,neutral
2263,"Terrible experience with customer service, very disappointed",negative
2264,"Waited two hours and still no help, unacceptable",negative
2265,"The app crashes constantly, completely unusable",negative
2266,"Horrible quality, broke after just two days",negative
2267,The restaurant opens at noon on weekdays,neutral
2268,"The app crashes constantly, completely unusable",negative
2269,"Beautiful weather today, perfect for a walk",positive
2270,"Just finished an incredible book, highly recommend",positive
2271,"The new update is fantastic, so much better now",positive
2272,"Never buying from this brand again, awful experience",negative
2273,Just checked the weather forecast for tomorrow,neutral
2274,"The new update is fantastic, so much better now",positive
2275,The event was attended by over 500 people,neutral
2276,"Terrible experience with customer service, very disappointed",negative
2277,"This update ruined everything, reverting immediately",negative
2278,"This update ruined everything, reverting immediately",negative
2279,The new model was released yesterday,neutral
2280,Best coffee I have ever had this morning,positive
2281,This is the worst decision I have ever made,negative
2282,The conference starts next Monday in Paris,neutral
2283,"Never buying from this brand again, awful experience",negative
2284,"I love this product, absolutely amazing experience!",positive
2285,This is the worst decision I have ever made,negative
2286,"Just had the most wonderful meal, highly recommend",positive
2287,"I love this product, absolutely amazing experience!",positive
2288,"Just finished an incredible book, highly recommend",positive
2289,"Never buying from this brand again, awful experience",negative
2290,Currently reading about machine learning,neutral
2291,The report will be ready by end of day,neutral
2292,The team is working on the new feature,neutral
2293,So grateful for all the support from my friends,positive
2294,"The app crashes constantly, completely unusable",negative
2295,"I love this product, absolutely amazing experience!",positive
2296,So grateful for all the support from my friends,positive
2297,The new model was released yesterday,neutral
2298,The team is working on the new feature,neutral
2299,"Thrilled with my new purchase, exceeded expectations",positive
2300,Downloaded the latest version of the software,neutral
2301,Cannot believe how bad this service has gotten,negative
2302,"Excellent customer support, resolved my issue immediately",positive
2303,The restaurant opens at noon on weekdays,neutral
2304,Cannot believe how bad this service has gotten,negative
2305,"Terrible experience with customer service, very disappointed",negative
2306,"So angry about the hidden fees, total scam",negative
2307,"The app crashes constantly, completely unusable",negative
2308,Downloaded the latest version of the software,neutral
2309,"Just had the most wonderful meal, highly recommend",positive
2310,So grateful for all the support from my friends,positive
2311,"Never buying from this brand again, awful experience",negative
2312,Updated my profile information on the platform,neutral
2313,"Beautiful weather today, perfect for a walk",positive
2314,"This is the best day ever, feeling fantastic!",positive
2315,So grateful for all the support from my friends,positive
2316,"Terrible experience with customer service, very disappointed",negative
2317,"Excellent customer support, resolved my issue immediately",positive
2318,"Just had the most wonderful meal, highly recommend",positive
2319,The team is working on the new feature,neutral
2320,"This update ruined everything, reverting immediately",negative
2321,Happy to announce I got the job! Super excited,positive
2322,"This update ruined everything, reverting immediately",negative
2323,"Extremely disappointed, not what was advertised at all",negative
2324,Feeling motivated and ready to take on the world,positive
2325,Updated my profile information on the platform,neutral
2326,"The new update is fantastic, so much better now",positive
2327,"Great service today, very happy with the results",positive
2328,I am going to the store later today,neutral
2329,"Such a letdown, expected so much more",negative
2330,Very frustrated with the constant delays,negative
2331,This product is a complete waste of money,negative
2332,Best coffee I have ever had this morning,positive
2333,I am going to the store later today,neutral
2334,Downloaded the latest version of the software,neutral
2335,"The new update is fantastic, so much better now",positive
2336,"Beautiful weather today, perfect for a walk",positive
2337,"Beautiful weather today, perfect for a walk",positive
2338,Watched a documentary about space last night,neutral
2339,"Terrible experience with customer service, very disappointed",negative
2340,I am going to the store later today,neutral
2341,"Horrible quality, broke after just two days",negative
2342,Outstanding performance today by the whole team,positive
2343,"Thrilled with my new purchase, exceeded expectations",positive
2344,"Beautiful weather today, perfect for a walk",positive
2345,"Thrilled with my new purchase, exceeded expectations",positive
2346,The report will be ready by end of day,neutral
2347,"So angry about the hidden fees, total scam",negative
2348,"I love this product, absolutely amazing experience!",positive
2349,Downloaded the latest version of the software,neutral
2350,Cannot believe how bad this service has gotten,negative
2351,Watched a documentary about space last night,neutral
2352,Watched a documentary about space last night,neutral
2353,"Extremely disappointed, not what was advertised at all",negative
2354,"Such a letdown, expected so much more",negative
2355,So grateful for all the support from my friends,positive
2356,Just checked the weather forecast for tomorrow,neutral
2357,"Beautiful weather today, perfect for a walk",positive
2358,The meeting is scheduled for 3pm,neutral
2359,Cannot believe how bad this service has gotten,negative
2360,Loving the new features in this app,positive
2361,"Never buying from this brand again, awful experience",negative
2362,"Waited two hours and still no help, unacceptable",negative
2363,Currently reading about machine learning,neutral
2364,"So angry about the hidden fees, total scam",negative
2365,The team is working on the new feature,neutral
2366,The report will be ready by end of day,neutral
2367,Best coffee I have ever had this morning,positive
2368,"Just had the most wonderful meal, highly recommend",positive
2369,The meeting is scheduled for 3pm,neutral
2370,So grateful for all the support from my friends,positive
2371,Disgusted by the lack of response from support,negative
2372,Just checked the weather forecast for tomorrow,neutral
2373,Watched a documentary about space last night,neutral
2374,Just checked the weather forecast for tomorrow,neutral
2375,The event was attended by over 500 people,neutral
2376,The new model was released yesterday,neutral
2377,Cannot believe how bad this service has gotten,negative
2378,"Great service today, very happy with the results",positive
2379,"Great service today, very happy with the results",positive
2380,Loving the new features in this app,positive
2381,"The new update is fantastic, so much better now",positive
2382,My flight departs at 6am tomorrow morning,neutral
2383,"Extremely disappointed, not what was advertised at all",negative
2384,Outstanding performance today by the whole team,positive
2385,My flight departs at 6am tomorrow morning,neutral
2386,The team is working on the new feature,neutral
2387,"Great service today, very happy with the results",positive
2388,"This update ruined everything, reverting immediately",negative
2389,Very frustrated with the constant delays,negative
2390,"This is the best day ever, feeling fantastic!",positive
2391,"Such a letdown, expected so much more",negative
2392,The report will be ready by end of day,neutral
2393,Updated my profile information on the platform,neutral
2394,This is the worst decision I have ever made,negative
2395,So grateful for all the support from my friends,positive
2396,"Beautiful weather today, perfect for a walk",positive
2397,Just checked the weather forecast for tomorrow,neutral
2398,Loving the new features in this app,positive
2399,"Never buying from this brand again, awful experience",negative
2400,"Terrible experience with customer service, very disappointed",negative
2401,"So angry about the hidden fees, total scam",negative
2402,Watched a documentary about space last night,neutral
2403,Cannot believe how bad this service has gotten,negative
2404,My flight departs at 6am tomorrow morning,neutral
2405,"This update ruined everything, reverting immediately",negative
2406,The meeting is scheduled for 3pm,neutral
2407,The conference starts next Monday in Paris,neutral
2408,Watched a documentary about space last night,neutral
2409,The event was attended by over 500 people,neutral
2410,"Such a letdown, expected so much more",negative
2411,So grateful for all the support from my friends,positive
2412,The report will be ready by end of day,neutral
2413,Just checked the weather forecast for tomorrow,neutral
2414,"Thrilled with my new purchase, exceeded expectations",positive
2415,"Never buying from this brand again, awful experience",negative
2416,The event was attended by over 500 people,neutral
2417,Updated my profile information on the platform,neutral
2418,"Just finished an incredible book, highly recommend",positive
2419,"Beautiful weather today, perfect for a walk",positive
2420,Happy to announce I got the job! Super excited,positive
2421,This is the worst decision I have ever made,negative
2422,"Beautiful weather today, perfect for a walk",positive
2423,The conference starts next Monday in Paris,neutral
2424,The restaurant opens at noon on weekdays,neutral
2425,Cannot believe how bad this service has gotten,negative
2426,"Just had the most wonderful meal, highly recommend",positive
2427,The report will be ready by end of day,neutral
2428,The new model was released yesterday,neutral
2429,"Great service today, very happy with the results",positive
2430,"Extremely disappointed, not what was advertised at all",negative
2431,This product is a complete waste of money,negative
2432,Just checked the weather forecast for tomorrow,neutral
2433,"Thrilled with my new purchase, exceeded expectations",positive
2434,"Great service today, very happy with the results",positive
2435,Updated my profile information on the platform,neutral
2436,"So angry about the hidden fees, total scam",negative
2437,Outstanding performance today by the whole team,positive
2438,"Never buying from this brand again, awful experience",negative
2439,"So angry about the hidden fees, total scam",negative
2440,Loving the new features in this app,positive
2441,"Waited two hours and still no help, unacceptable",negative
2442,The conference starts next Monday in Paris,neutral
2443,"Thrilled with my new purchase, exceeded expectations",positive
2444,The new model was released yesterday,neutral
2445,"Thrilled with my new purchase, exceeded expectations",positive
2446,"Terrible experience with customer service, very disappointed",negative
2447,Outstanding performance today by the whole team,positive
2448,"Worst flight I have ever taken, never again",negative
2449,The new model was released yesterday,neutral
2450,Watched a documentary about space last night,neutral
2451,"This update ruined everything, reverting immediately",negative
2452,"Just finished an incredible book, highly recommend",positive
2453,"Thrilled with my new purchase, exceeded expectations",positive
2454,"Just finished an incredible book, highly recommend",positive
2455,Happy to announce I got the job! Super excited,positive
2456,The team is working on the new feature,neutral
2457,Watched a documentary about space last night,neutral
2458,"Waited two hours and still no help, unacceptable",negative
2459,"Extremely disappointed, not what was advertised at all",negative
2460,The package arrived this afternoon,neutral
2461,"Thrilled with my new purchase, exceeded expectations",positive
2462,"Just had the most wonderful meal, highly recommend",positive
2463,Very frustrated with the constant delays,negative
2464,"Extremely disappointed, not what was advertised at all",negative
2465,The meeting is scheduled for 3pm,neutral
2466,The meeting is scheduled for 3pm,neutral
2467,"Terrible experience with customer service, very disappointed",negative
2468,"The new update is fantastic, so much better now",positive
2469,The team is working on the new feature,neutral
2470,The package arrived this afternoon,neutral
2471,"Waited two hours and still no help, unacceptable",negative
2472,"Extremely disappointed, not what was advertised at all",negative
2473,"Never buying from this brand again, awful experience",negative
2474,Very frustrated with the constant delays,negative
2475,"The new update is fantastic, so much better now",positive
2476,The restaurant opens at noon on weekdays,neutral
2477,The meeting is scheduled for 3pm,neutral
2478,Currently reading about machine learning,neutral
2479,"This update ruined everything, reverting immediately",negative
2480,I am going to the store later today,neutral
2481,Best coffee I have ever had this morning,positive
2482,"Just had the most wonderful meal, highly recommend",positive
2483,The package arrived this afternoon,neutral
2484,Cannot believe how bad this service has gotten,negative
2485,The restaurant opens at noon on weekdays,neutral
2486,Downloaded the latest version of the software,neutral
2487,Cannot believe how bad this service has gotten,negative
2488,"Just had the most wonderful meal, highly recommend",positive
2489,Loving the new features in this app,positive
2490,Currently reading about machine learning,neutral
2491,Cannot believe how bad this service has gotten,negative
2492,Downloaded the latest version of the software,neutral
2493,"The app crashes constantly, completely unusable",negative
2494,"So angry about the hidden fees, total scam",negative
2495,This is the worst decision I have ever made,negative
2496,"This update ruined everything, reverting immediately",negative
2497,"Thrilled with my new purchase, exceeded expectations",positive
2498,"Extremely disappointed, not what was advertised at all",negative
2499,Very frustrated with the constant delays,negative
2500,"I love this product, absolutely amazing experience!",positive
2501,"The app crashes constantly, completely unusable",negative
2502,"The new update is fantastic, so much better now",positive
2503,My flight departs at 6am tomorrow morning,neutral
2504,The team is working on the new feature,neutral
2505,"This update ruined everything, reverting immediately",negative
2506,I am going to the store later today,neutral
2507,"Just finished an incredible book, highly recommend",positive
2508,The report will be ready by end of day,neutral
2509,"Just had the most wonderful meal, highly recommend",positive
2510,"Worst flight I have ever taken, never again",negative
2511,My flight departs at 6am tomorrow morning,neutral
2512,"So angry about the hidden fees, total scam",negative
2513,So grateful for all the support from my friends,positive
2514,"Excellent customer support, resolved my issue immediately",positive
2515,The meeting is scheduled for 3pm,neutral
2516,The meeting is scheduled for 3pm,neutral
2517,"Horrible quality, broke after just two days",negative
2518,Loving the new features in this app,positive
2519,Just checked the weather forecast for tomorrow,neutral
2520,Outstanding performance today by the whole team,positive
2521,Loving the new features in this app,positive
2522,Cannot believe how bad this service has gotten,negative
2523,Disgusted by the lack of response from support,negative
2524,This product is a complete waste of money,negative
2525,The report will be ready by end of day,neutral
2526,"Worst flight I have ever taken, never again",negative
2527,"Beautiful weather today, perfect for a walk",positive
2528,The meeting is scheduled for 3pm,neutral
2529,This is the worst decision I have ever made,negative
2530,"Horrible quality, broke after just two days",negative
2531,"Waited two hours and still no help, unacceptable",negative
2532,Just checked the weather forecast for tomorrow,neutral
2533,The report will be ready by end of day,neutral
2534,"I love this product, absolutely amazing experience!",positive
2535,"Never buying from this brand again, awful experience",negative
2536,Downloaded the latest version of the software,neutral
2537,So grateful for all the support from my friends,positive
2538,This product is a complete waste of money,negative
2539,"Waited two hours and still no help, unacceptable",negative
2540,"Horrible quality, broke after just two days",negative
2541,"Worst flight I have ever taken, never again",negative
2542,My flight departs at 6am tomorrow morning,neutral
2543,The new model was released yesterday,neutral
2544,Best coffee I have ever had this morning,positive
2545,This product is a complete waste of money,negative
2546,The package arrived this afternoon,neutral
2547,Feeling motivated and ready to take on the world,positive
2548,The event was attended by over 500 people,neutral
2549,This product is a complete waste of money,negative
2550,This is the worst decision I have ever made,negative
2551,"I love this product, absolutely amazing experience!",positive
2552,My flight departs at 6am tomorrow morning,neutral
2553,"Such a letdown, expected so much more",negative
2554,Best coffee I have ever had this morning,positive
2555,This product is a complete waste of money,negative
2556,"Worst flight I have ever taken, never again",negative
2557,Happy to announce I got the job! Super excited,positive
2558,"Beautiful weather today, perfect for a walk",positive
2559,The report will be ready by end of day,neutral
2560,"Worst flight I have ever taken, never again",negative
2561,"I love this product, absolutely amazing experience!",positive
2562,Feeling motivated and ready to take on the world,positive
2563,"Great service today, very happy with the results",positive
2564,"Just finished an incredible book, highly recommend",positive
2565,The conference starts next Monday in Paris,neutral
2566,Updated my profile information on the platform,neutral
2567,The restaurant opens at noon on weekdays,neutral
2568,"Worst flight I have ever taken, never again",negative
2569,This is the worst decision I have ever made,negative
2570,My flight departs at 6am tomorrow morning,neutral
2571,"Just finished an incredible book, highly recommend",positive
2572,Just checked the weather forecast for tomorrow,neutral
2573,Very frustrated with the constant delays,negative
2574,The report will be ready by end of day,neutral
2575,Best coffee I have ever had this morning,positive
2576,"Terrible experience with customer service, very disappointed",negative
2577,Happy to announce I got the job! Super excited,positive
2578,"Excellent customer support, resolved my issue immediately",positive
2579,Just checked the weather forecast for tomorrow,neutral
2580,Disgusted by the lack of response from support,negative
2581,"Terrible experience with customer service, very disappointed",negative
2582,Happy to announce I got the job! Super excited,positive
2583,The conference starts next Monday in Paris,neutral
2584,"The new update is fantastic, so much better now",positive
2585,"Horrible quality, broke after just two days",negative
2586,"Excellent customer support, resolved my issue immediately",positive
2587,"Excellent customer support, resolved my issue immediately",positive
2588,"The new update is fantastic, so much better now",positive
2589,Watched a documentary about space last night,neutral
2590,The new model was released yesterday,neutral
2591,"So angry about the hidden fees, total scam",negative
2592,"Great service today, very happy with the results",positive
2593,"Excellent customer support, resolved my issue immediately",positive
2594,"Excellent customer support, resolved my issue immediately",positive
2595,I am going to the store later today,neutral
2596,Very frustrated with the constant delays,negative
2597,This is the worst decision I have ever made,negative
2598,"Worst flight I have ever taken, never again",negative
2599,"The app crashes constantly, completely unusable",negative
2600,Currently reading about machine learning,neutral
2601,Very frustrated with the constant delays,negative
2602,"So angry about the hidden fees, total scam",negative
2603,"Terrible experience with customer service, very disappointed",negative
2604,So grateful for all the support from my friends,positive
2605,This product is a complete waste of money,negative
2606,"The new update is fantastic, so much better now",positive
2607,"Great service today, very happy with the results",positive
2608,"Thrilled with my new purchase, exceeded expectations",positive
2609,"The app crashes constantly, completely unusable",negative
2610,Outstanding performance today by the whole team,positive
2611,Outstanding performance today by the whole team,positive
2612,"Extremely disappointed, not what was advertised at all",negative
2613,The package arrived this afternoon,neutral
2614,"Just had the most wonderful meal, highly recommend",positive
2615,"This is the best day ever, feeling fantastic!",positive
2616,The event was attended by over 500 people,neutral
2617,"The app crashes constantly, completely unusable",negative
2618,"This is the best day ever, feeling fantastic!",positive
2619,So grateful for all the support from my friends,positive
2620,Feeling motivated and ready to take on the world,positive
2621,"I love this product, absolutely amazing experience!",positive
2622,"This is the best day ever, feeling fantastic!",positive
2623,"Great service today, very happy with the results",positive
2624,Best coffee I have ever had this morning,positive
2625,"Horrible quality, broke after just two days",negative
2626,Outstanding performance today by the whole team,positive
2627,"Extremely disappointed, not what was advertised at all",negative
2628,"Thrilled with my new purchase, exceeded expectations",positive
2629,The new model was released yesterday,neutral
2630,"Extremely disappointed, not what was advertised at all",negative
2631,I am going to the store later today,neutral
2632,My flight departs at 6am tomorrow morning,neutral
2633,The package arrived this afternoon,neutral
2634,"Waited two hours and still no help, unacceptable",negative
2635,"Great service today, very happy with the results",positive
2636,"Beautiful weather today, perfect for a walk",positive
2637,I am going to the store later today,neutral
2638,So grateful for all the support from my friends,positive
2639,Happy to announce I got the job! Super excited,positive
2640,"Great service today, very happy with the results",positive
2641,"Waited two hours and still no help, unacceptable",negative
2642,The restaurant opens at noon on weekdays,neutral
2643,"Excellent customer support, resolved my issue immediately",positive
2644,The meeting is scheduled for 3pm,neutral
2645,Watched a documentary about space last night,neutral
2646,"Never buying from this brand again, awful experience",negative
2647,"Thrilled with my new purchase, exceeded expectations",positive
2648,"Just had the most wonderful meal, highly recommend",positive
2649,"Terrible experience with customer service, very disappointed",negative
2650,The event was attended by over 500 people,neutral
2651,"This update ruined everything, reverting immediately",negative
2652,My flight departs at 6am tomorrow morning,neutral
2653,The event was attended by over 500 people,neutral
2654,The event was attended by over 500 people,neutral
2655,Watched a documentary about space last night,neutral
2656,"Never buying from this brand again, awful experience",negative
2657,The meeting is scheduled for 3pm,neutral
2658,"Just had the most wonderful meal, highly recommend",positive
2659,"The new update is fantastic, so much better now",positive
2660,Cannot believe how bad this service has gotten,negative
2661,"Such a letdown, expected so much more",negative
2662,Very frustrated with the constant delays,negative
2663,Watched a documentary about space last night,neutral
2664,"This is the best day ever, feeling fantastic!",positive
2665,Feeling motivated and ready to take on the world,positive
2666,"Such a letdown, expected so much more",negative
2667,"So angry about the hidden fees, total scam",negative
2668,"This update ruined everything, reverting immediately",negative
2669,"Thrilled with my new purchase, exceeded expectations",positive
2670,This is the worst decision I have ever made,negative
2671,"Terrible experience with customer service, very disappointed",negative
2672,Downloaded the latest version of the software,neutral
2673,"So angry about the hidden fees, total scam",negative
2674,"Never buying from this brand again, awful experience",negative
2675,"I love this product, absolutely amazing experience!",positive
2676,The event was attended by over 500 people,neutral
2677,Outstanding performance today by the whole team,positive
2678,"Excellent customer support, resolved my issue immediately",positive
2679,"So angry about the hidden fees, total scam",negative
2680,Outstanding performance today by the whole team,positive
2681,My flight departs at 6am tomorrow morning,neutral
2682,So grateful for all the support from my friends,positive
2683,"Excellent customer support, resolved my issue immediately",positive
2684,"So angry about the hidden fees, total scam",negative
2685,"Great service today, very happy with the results",positive
2686,I am going to the store later today,neutral
2687,"The app crashes constantly, completely unusable",negative
2688,The restaurant opens at noon on weekdays,neutral
2689,Just checked the weather forecast for tomorrow,neutral
2690,The restaurant opens at noon on weekdays,neutral
2691,"Horrible quality, broke after just two days",negative
2692,"Terrible experience with customer service, very disappointed",negative
2693,"So angry about the hidden fees, total scam",negative
2694,"Terrible experience with customer service, very disappointed",negative
2695,"I love this product, absolutely amazing experience!",positive
2696,Feeling motivated and ready to take on the world,positive
2697,I am going to the store later today,neutral
2698,The team is working on the new feature,neutral
2699,"Horrible quality, broke after just two days",negative
2700,This product is a complete waste of money,negative
2701,"Such a letdown, expected so much more",negative
2702,Cannot believe how bad this service has gotten,negative
2703,Watched a documentary about space last night,neutral
2704,Cannot believe how bad this service has gotten,negative
2705,The conference starts next Monday in Paris,neutral
2706,The team is working on the new feature,neutral
2707,"Thrilled with my new purchase, exceeded expectations",positive
2708,The report will be ready by end of day,neutral
2709,Happy to announce I got the job! Super excited,positive
